fips,cases
47037,235153
47041,7756
47039,4567
47043,20184
47045,15736
47047,14228
47049,7067
47051,16157
47053,21905
47055,11509
47057,8284
47059,27945
47061,4635
47063,24654
47065,121880
47067,2636
47069,9524
47071,10879
47073,21670
47075,8047
47077,11135
47079,10192
47081,8541
47083,3058
47085,6135
47087,3898
47089,19768
47091,6102
47093,159542
47095,3179
47097,9424
47099,16955
47101,4158
47103,11787
47105,18804
47111,10387
47113,39662
47115,11081
47117,12716
47119,35024
47107,20028
47109,9561
47121,4165
47123,18312
47125,63508
47127,2740
47129,7832
47131,13474
47133,8670
47135,2805
47137,2194
47139,5642
47141,29712
47143,11799
47145,19649
47147,26025
47149,116796
47151,12185
47153,5157
47155,36596
47157,298393
47159,7318
47161,3771
47163,60173
47165,65433
47167,22013
47169,4731
47171,6809
47173,6996
,38392
47175,2254
47177,15807
47179,49863
47181,6882
47183,11836
47185,9871
47187,76054
47189,51488
48001,10960
48003,5090
48005,17074
48007,5546
48009,2642
48011,694
48013,15729
48015,7001
48017,1763
48019,4306
48021,27300
48023,936
48025,9975
48027,86288
48029,697825
48031,3217
48033,124
48035,4891
48037,24652
48039,116966
48041,75119
48043,1362
48045,579
48047,2080
48049,15257
48051,6125
48053,13607
48055,17740
48057,7071
48059,3501
48061,135153
48063,3589
48065,1752
48067,8920
48069,2808
48071,12835
48073,9885
48075,3053
48077,2528
48079,1038
48081,1083
48083,2080
48085,276298
48087,897
48089,4553
48091,43276
48093,4046
48095,1398
48097,8549
48099,21378
48101,392
48103,1554
48105,1396
48107,2304
48109,554
48111,2446
48113,695599
48115,3582
48123,7311
48117,5824
48119,2064
48121,225022
48125,522
48127,6204
48129,1319
48131,4362
48133,3428
48135,44044
48137,582
48141,255745
48139,57817
48143,9993
48145,4498
48147,8116
48149,5493
48151,731
48153,2355
48155,254
48157,245680
48159,2671
48161,4313
48163,6677
48165,2400
48167,119850
48169,1503
48171,6282
48173,234
48175,1567
48177,5365
48179,7100
48181,31734
48183,27185
48185,10203
48187,45702
48189,8468
48191,1304
48193,2107
48195,2337
48197,649
48199,14661
48201,1273537
48203,15821
48205,1502
48207,1132
48209,78740
48211,1470
48213,18514
48215,267540
48217,10208
48219,9427
48221,15035
48223,8729
48225,4999
48227,8037
48229,1173
48231,19830
48233,7643
48235,605
48237,1665
48239,3984
48241,8230
48243,277
48245,63140
48247,3803
48249,14204
48251,52170
48253,5349
48255,6403
48257,42689
48259,9819
48261,104
48263,223
48265,11066
48267,937
48269,56
48271,831
48273,9277
48275,655
48283,2596
48277,15254
48279,5136
48281,6386
48285,4905
48287,5244
48289,4316
48291,22249
48293,6113
48295,810
48297,2427
48299,5118
48301,403
48303,113416
48305,1706
48313,4323
48315,2039
48317,1410
48319,1057
48321,10315
48323,24173
48307,1945
48309,75180
48311,186
48325,12171
48327,658
48329,48011
48331,6012
48333,1622
48335,2116
48337,5374
48339,172042
48341,6336
48343,3019
48345,325
48347,14990
48349,14479
48351,1754
48353,3559
48355,114345
48357,2674
48359,650
48361,17268
48363,8055
48365,5786
48367,40420
48369,2685
48371,3633
48999,65
48373,9366
48375,43500
48377,1214
48379,2271
48381,47068
48383,997
48385,1022
48387,2770
48389,5635
48391,2295
48393,197
48395,5385
48397,31736
48399,2755
48401,12710
48403,1535
48405,1219
48407,6731
48409,14571
48411,1500
48413,600
48415,6149
48417,1099
48419,5395
48421,540
48423,57149
48425,2230
48427,24205
48429,2133
48431,329
48433,423
48435,940
48437,2681
48439,687102
48441,44295
48443,140
48445,2939
48447,296
48449,10297
48451,41024
48453,297557
48455,3259
48457,5182
,945
48459,9098
48461,963
48463,11537
48465,15867
48467,12759
48469,23208
48471,22492
48473,11632
48475,3319
48477,11030
48479,111713
48481,11563
48483,1351
48485,41263
48487,4254
48489,8756
48491,170373
48493,12836
48495,2222
48497,19668
48499,9809
48501,1647
48503,4485
48505,4511
48507,4537
49001,1813
49003,16049
49005,41658
49007,6061
49009,168
49011,119821
49013,5083
49015,2959
49017,1110
49019,2795
49021,16596
49023,3292
49025,1607
49027,3683
49029,3240
49031,355
49033,381
49035,409880
49037,5134
49039,9021
49041,6047
49043,15961
49045,25044
49047,9514
,5935
49049,226109
49051,12214
49053,51083
49055,537
49057,86023
50001,6985
50003,12281
50005,6536
50007,39803
50009,1463
50011,11736
50013,1298
50015,4363
50017,5135
50019,7161
50021,17156
,3371
50023,14267
50025,8950
50027,11767
78010,12972
78020,1049
78030,10759
,15
51001,9119
51003,25415
51510,45583
51005,4561
51007,3582
51009,9634
51011,5018
51013,66715
51015,24503
51017,1082
51019,22201
51021,2404
51023,9990
51520,6189
51025,4091
51027,6192
51029,4981
51530,2331
51031,17713
51033,9041
51035,9791
51036,1715
51037,3431
51540,12470
51550,64364
51041,100129
51043,3513
51570,6338
51580,1912
51045,1451
51047,14440
51049,1841
51590,14774
51051,4888
51053,7516
51595,1660
51057,2836
51059,261544
51600,2741
51610,3510
51061,16629
51063,3719
51065,6902
51067,14138
51620,2681
51069,26744
51630,7248
51640,3293
51071,5280
51073,9649
51075,5779
51077,5656
51079,5087
51081,3908
51083,9666
51650,38739
51085,29106
51660,15289
51087,91424
51089,16061
51091,496
51670,7844
51093,9221
51095,21280
51099,6909
51101,4733
51097,1476
51103,2338
51105,8477
51678,2736
51107,97880
51109,8936
51111,3377
51680,24408
51113,3172
51685,4909
51683,11883
51690,4575
51115,2065
51117,7908
51119,2530
51121,25147
51125,3258
51127,5973
51700,49863
51710,54074
51131,2909
51133,2717
51720,1618
51135,5684
51137,9192
51139,7068
51141,4991
51730,10239
51143,19155
51735,2983
51740,26689
51145,6387
51147,6813
51149,11593
51153,128090
51155,10977
51750,5204
51157,1374
51159,2922
51760,61627
51161,28387
51770,28360
51163,5195
51165,19153
51167,9531
51775,7305
51169,7697
51171,14037
51173,12097
51175,4502
51177,35404
51179,42180
51790,7855
51800,24459
51181,1433
51183,2926
51185,14063
,1
51810,115797
51187,11498
51191,18222
51820,7554
51193,4345
51830,2326
51840,8175
51195,13968
51197,9713
51199,13861
53001,5647
53003,5606
53005,62042
53007,24172
53009,15809
53011,111985
53013,751
53015,27341
53017,13333
53019,1825
53021,36835
53023,503
53025,32822
53027,20465
53029,13800
53031,4899
53033,549958
53035,52668
53037,10399
53039,4321
53041,20865
53043,2680
53045,15817
53047,10644
53049,4853
53051,2979
53053,245461
53055,1994
53057,28814
53059,1798
53061,205340
53063,154266
53065,10107
53067,63339
,2024
53069,640
53071,19032
53073,49230
53075,10115
53077,83734
54001,5974
54003,45181
54005,8730
54007,4995
54009,6303
54011,34011
54013,2265
54015,2717
54017,2506
54019,16797
54021,2538
54023,4824
54025,12903
54027,7326
54029,8411
54031,5726
54033,26120
54035,8807
54037,18459
54039,59239
54041,6972
54043,7288
54045,12944
54049,20364
54051,11225
54053,8945
54047,7475
54055,23430
54057,10268
54059,10010
54061,31434
54063,5911
54065,5229
54067,9376
54069,13888
54071,2361
54073,2504
54075,2571
54077,11090
54079,20885
54081,30655
54083,12101
54085,3046
54087,4510
54089,3878
54091,5961
54093,2444
54095,2729
54097,8979
54099,11718
54101,2863
54103,5466
54105,1742
54107,28053
54109,9709
55001,5852
55003,4169
55005,16127
55007,4387
55009,103053
55011,4191
55013,5142
55015,16914
55017,22222
55019,9060
55021,19662
55023,5356
55025,179290
55027,32996
55029,8786
55031,14469
55033,15613
55035,36666
55037,1349
55039,39237
55041,3343
55043,15499
55045,11659
55047,6378
55049,6892
55051,1815
55053,6946
55055,26921
55057,9419
55059,56612
55061,6841
55063,43655
55065,4444
55067,6757
55069,9034
55071,25181
55073,49481
55075,14569
55077,4641
55078,2409
55079,341439
55081,14766
55083,13370
55085,10948
55087,64625
55089,27856
55091,2305
55093,13516
55095,15154
55097,22867
55099,4085
55101,71330
55103,4988
55105,55355
55107,4185
55111,20983
55113,6065
55115,14334
55117,39420
55109,30678
55119,5788
55121,9966
55123,7680
55125,6509
55127,33356
55129,5038
55131,46870
55133,139739
55135,16368
55137,7657
55139,63892
55141,27038
56001,11581
56003,3086
56005,13903
56007,5023
56009,3686
56011,1579
56013,16863
56015,4604
56017,1441
56019,2377
56021,31608
56023,4908
56025,25821
56027,863
56029,7713
56031,2299
56033,10008
56035,2316
56037,12507
56039,12134
56041,6406
56043,2754
56045,1905
1001,19790
1003,69860
1005,7485
1007,8091
1009,18704
1011,3030
1013,6551
1015,41421
1017,10859
1019,6755
1021,13009
1023,2259
1025,8553
1027,5162
1029,4428
1031,17185
1033,21291
1035,3604
1037,3776
1039,11804
1041,4738
1043,31520
1045,16507
1047,11031
1049,22522
1051,29837
1053,12367
1055,34229
1057,5887
1059,12033
1061,7969
1063,2309
1065,5728
1067,5866
1069,32660
1071,18379
1073,238727
1075,4737
1077,30406
1079,9389
1081,47646
1083,32150
1085,3370
1087,5293
1089,116086
1091,6093
1093,10113
1095,32967
1097,134986
1099,6742
1101,73840
1103,46540
1105,2673
1107,6339
1109,9264
1111,6527
1113,13030
1117,78112
1115,33302
1119,3176
1121,28602
1123,14611
1125,70976
1127,24154
1129,4397
1131,3659
1133,9427
2013,1317
2016,1997
2020,123686
2050,13046
2997,1233
2068,1793
2070,2268
2090,33469
2100,801
2110,11912
2122,22511
2130,5108
2150,5874
2158,4945
2170,40614
2180,7616
2185,5520
2188,5818
2195,924
2198,1827
2220,3490
2230,664
2240,2470
,1822
2261,3705
2275,800
2998,968
2290,1760
,8309
4001,36336
4003,39086
4005,52821
4007,21401
4009,14101
4011,2717
4012,5950
4013,1530926
4015,67291
4017,48374
4019,317052
4021,156974
4023,19628
4025,60313
4027,71174
5001,7009
5003,6249
5005,10720
5007,77368
5009,11275
5011,3595
5013,1194
5015,7280
5017,3126
5019,6412
5021,5146
5023,8055
5025,2676
5027,6792
5029,6603
5031,47326
5033,18654
5035,16697
5037,5744
5039,2071
5041,3655
5043,5637
5045,42989
5047,4489
5049,3109
5051,27081
5053,5251
5055,19794
5057,5636
5059,13056
5061,4657
5063,12795
5065,4709
5067,7276
5069,22358
5071,8195
5073,1506
5075,6523
5077,3344
5079,5502
5081,3888
5083,6068
5085,23990
5087,4856
5089,4100
5091,11624
5093,16409
5095,2308
5097,1770
5099,2769
5101,2050
5103,6774
5105,3017
5107,5887
5109,2965
5111,10105
5113,4651
5115,20962
5117,2416
5119,127906
5121,6452
5125,37135
5127,2851
5129,2562
5131,39327
5133,7125
5135,5711
5123,8565
5137,3701
5139,11290
,33596
5141,4338
5143,80917
5145,27114
5147,2274
5149,7595
6001,401184
6003,143
6005,11539
6007,51916
6009,9634
6011,5335
6013,294923
6015,8398
6017,39101
6019,328928
6021,7808
6023,29291
6025,88802
6027,6067
6029,310095
6031,67291
6033,14919
6035,11701
6037,3713161
6039,55120
6041,54763
6043,4545
6045,21710
6047,89167
6049,1326
6051,3628
6053,121947
6055,35937
6057,22468
6059,787618
6061,91209
6063,4290
6065,775730
6067,408155
6069,18779
6071,744313
6073,1066300
6075,209256
6077,226603
6079,74520
6081,194129
6083,119819
6085,496338
6087,72250
6089,44744
6091,372
6093,8903
6095,122389
6097,119319
6099,168094
6101,28269
6103,17858
6105,1980
6107,168507
6109,18160
6111,238915
6113,54904
6115,21884
8001,166451
8003,5961
8005,197179
8007,3535
8009,1028
8011,3008
8013,91379
8014,18388
8015,5665
8017,392
8019,1931
8021,2304
8023,964
8025,3559
8027,837
8029,7203
8031,225081
8033,424
8035,101018
8037,18843
8041,237304
8039,5838
8043,18786
8045,18046
8047,1171
8049,4062
8051,3970
8053,161
8055,1765
8057,195
8059,160743
8061,392
8063,1878
8067,15853
8065,2203
8069,109403
8071,4412
8073,2382
8075,8662
8077,51871
8079,311
8081,3741
8083,7679
8085,11189
8087,6976
8089,5322
8091,1120
8093,3499
8095,1123
8097,8083
8099,3229
8101,62010
8103,2237
8105,3643
8107,7891
8109,1529
8111,316
8113,2714
8115,586
8117,12074
8119,5914
,0
8121,1263
8123,106321
8125,2345
9001,264359
9003,237065
9005,41814
9007,38841
9009,257890
9011,73951
9013,27907
,3265
9015,31402
10001,64447
10003,186969
10005,78267
,1110
11001,177714
12001,89490
12003,10727
12005,55359
12007,9232
12009,174532
12011,771978
12013,4936
12015,48641
12017,38971
12019,67216
12021,105150
12023,25685
12027,11260
12029,4934
12031,317516
12033,94377
12035,28911
12037,3540
12039,17785
12041,5658
12043,2307
12045,5019
12047,4565
12049,10347
12051,13810
12053,53680
12055,30641
12057,478412
12059,6351
12061,42587
12063,18291
12065,5020
12067,3157
12069,108782
12071,240774
12073,113428
12075,12790
12077,2996
12079,7024
12081,122618
12083,105490
12085,40482
12086,1545273
12087,22511
12089,27259
12091,61943
12093,12441
12095,473481
12097,143680
12099,479006
12101,159455
12103,274988
12105,259801
12107,21185
12113,59155
12115,120621
12117,131830
12109,78404
12111,95859
12119,30117
12121,15999
12123,8104
12125,5130
,347
12127,150388
12129,12174
12131,19710
12133,7725
13001,5278
13003,2453
13005,4104
13007,654
13009,11214
13011,4625
13013,26075
13015,35543
13017,5023
13019,5881
13021,45479
13023,3947
13025,4697
13027,4068
13029,11225
13031,17910
13033,6311
13035,7688
13037,1589
13039,13675
13043,2599
13045,28503
13047,17096
13049,3494
13051,79772
13053,7934
13055,7615
13057,75861
13059,35356
13061,628
13063,78002
13065,2458
13067,217025
13069,11811
13071,13676
13073,43340
13075,5720
13077,41264
13079,2230
13081,5622
13083,3978
13085,8416
13089,193588
13087,8641
13091,5962
13093,2857
13095,24519
13097,43520
13099,3156
13101,1059
13103,16442
13105,5349
13107,6800
13109,2848
13111,5794
13113,29667
13115,32284
13117,68107
13119,6250
13121,276851
13123,8298
13125,730
13127,27297
13129,19901
13131,6885
13133,4767
13135,257613
13137,11615
13139,64694
13141,1952
13143,6336
13145,7126
13147,5658
13149,2593
13151,72100
13153,49451
13155,2245
13157,25030
13159,3797
13161,4362
13163,4257
13165,1797
13167,2650
13169,6042
13171,5852
13173,2702
13175,16473
13177,8793
13179,15818
13181,1841
13183,3490
13185,37013
13187,9026
13193,2742
13195,8041
13197,1874
13189,6177
13191,2869
13199,5593
13201,2051
13205,6338
13207,7076
13209,2336
13211,5641
13213,13552
13215,46008
13217,30809
13219,10571
13221,3764
13223,46762
13225,7929
13227,10161
13229,6434
13231,6509
13233,13779
13235,2706
13237,5269
13239,553
13241,4143
13243,1832
13245,60709
13247,23766
13249,1416
13251,3185
13253,2541
13255,19322
13257,7334
13259,3290
13261,8751
13263,1383
13265,337
13267,5738
13269,2443
13271,3543
13273,2556
13275,14104
13277,13859
13279,8017
13281,3099
13283,1885
13285,18807
13287,3194
13289,1850
13291,6155
,12420
13293,9650
13295,20131
13297,26728
13299,11374
13301,1295
13303,5142
13305,8878
13307,545
13309,1593
13311,8390
13313,39291
13315,2423
13317,2629
13319,2672
13321,5578
,61951
15001,42594
15003,264197
15005,1
15007,19155
15009,45509
,0
16001,160373
16003,819
16005,24459
16007,1172
16009,2770
16011,11217
16013,7310
16015,1297
16017,10275
16019,35614
16021,2416
16023,555
16025,182
16027,70696
16029,1667
16031,5610
16033,118
16035,2693
16037,707
16039,9096
16041,2594
16043,2415
16045,4263
16047,3932
16049,3601
16051,6853
16053,7118
16055,47262
16057,7725
16059,1796
16061,1406
16063,1300
16065,13800
16067,4821
16069,10630
16071,960
16073,2613
16075,6793
16077,1694
16079,3119
16081,2937
16083,28733
16085,3146
16087,2645
17001,27919
17003,1573
17005,5295
17007,17517
17009,2871
17011,10248
17013,1890
17015,5013
17017,5616
17019,85870
17021,13003
17023,5918
17025,5912
17027,14370
17029,18961
17031,1529509
17033,7864
17035,4000
17039,5202
17037,32469
17041,7932
17043,289179
17045,6628
17047,2122
17049,12811
17051,8742
17053,5504
17055,15376
17057,12768
17059,1849
17061,4265
17063,16283
17065,2665
17067,5386
17069,1446
17071,1573
17073,15869
17075,8876
17077,20128
17079,3221
17081,13548
17083,7849
17085,5158
17087,5567
17089,165769
17091,36723
17093,41724
17095,16196
17099,37089
17097,209935
17101,6837
17103,11587
17105,13215
17107,12660
17115,40163
17117,16042
17119,87456
17121,14643
17123,3478
17125,4729
17127,4648
17109,9055
17111,98021
17113,64078
17129,4589
17131,4914
17133,11432
17135,12153
17137,12354
17139,4926
17141,17461
17143,59767
17145,9134
17147,5571
17149,6147
17151,1263
17153,2056
17155,1419
17157,12926
17159,6312
17161,42359
17165,10351
17167,76407
17169,2472
17171,1570
17173,7595
17163,88352
17175,1886
17177,14992
17179,46037
17181,6852
,0
17183,35206
17185,4827
17187,5051
17189,4135
17191,6601
17193,5437
17195,19472
17197,216442
17199,28892
17201,100463
17203,12611
18001,8751
18003,124359
18005,26876
18007,2985
18009,3701
18011,17386
18013,2984
18015,4926
18017,14090
18019,41291
18021,8155
18023,10719
18025,3098
18027,9069
18033,13654
18029,16256
18031,8582
18035,30191
18037,15090
18039,61477
18041,8378
18043,24235
18045,6424
18047,5205
18049,5774
18051,14364
18053,21036
18055,9107
18057,96944
18059,25238
18061,13373
18063,47804
18065,16226
18067,30065
18069,14368
18071,15182
18073,11067
18075,5904
18077,11231
18079,8172
18081,51015
18083,14246
18085,22957
18087,6543
18091,31801
18089,134438
18093,14516
18095,39768
18097,268696
18099,14072
18101,2619
18103,10908
18105,34476
18107,12319
18109,19602
18111,3119
18113,15737
18115,1769
18117,5941
18119,6907
18121,4345
18123,5883
18125,4497
18127,47697
18129,7909
18131,3538
18133,11196
18135,7013
18137,10091
18139,6084
18143,9473
18145,17143
18147,6156
18141,84866
18149,5626
18151,11487
18153,6403
18155,2663
18157,60936
18159,3996
18161,2347
,0
18163,70796
18165,4932
18167,35132
18169,10451
18171,2380
18173,24854
18175,7179
18177,23519
18179,7610
18181,8268
18183,11448
19001,1805
19003,938
19005,3248
19007,3432
19009,1311
19011,7244
19013,38980
19015,6535
19017,6386
19019,5539
19021,6988
19023,3817
19025,3072
19027,5680
19029,3333
19031,5035
19033,12769
19035,3581
19037,3163
19039,2701
19041,4843
19043,4033
19045,13865
19047,5064
19049,26870
19051,1825
19053,1847
19055,4777
19057,11291
19059,4742
19061,31008
19063,2698
19065,4959
19067,4184
19069,2960
19071,1641
19073,2051
19075,3055
19077,2773
19079,3998
19081,3287
19083,5070
19085,3846
19087,6516
19089,2312
19091,3073
19093,2148
19095,4332
19097,5537
19099,10453
19101,4424
19103,44987
19105,6467
19107,2479
19109,4362
19111,9232
19113,64756
19115,2949
19117,2186
19119,3164
19121,3704
19123,5800
19125,8910
19127,11469
19129,4004
19131,2839
19133,2091
19135,2200
19137,2596
19139,11265
19141,3887
19143,1575
19145,3845
19147,2416
19149,7174
19151,1942
19153,147524
19155,27969
19157,4672
19159,1318
19161,2888
19163,49015
19165,3178
19167,8987
19169,23335
19171,4671
19173,1535
19175,3186
19177,1699
19179,10439
19181,14506
19183,6822
19185,1520
19187,12112
19189,3466
19191,4503
19193,33209
19195,2048
19197,4051
20001,5127
20003,2585
20005,5063
20007,1234
20009,7689
20011,5619
20013,3159
20015,22573
20017,798
20019,1000
20021,7447
20023,733
20025,609
20027,2452
20029,2672
20031,2833
20033,548
20035,12437
20037,15195
20039,790
20041,5906
20043,2850
20045,34368
20047,679
20049,699
20051,8442
20053,2461
20055,13435
20057,12512
20059,8235
20061,11418
20063,967
20065,757
20067,2781
20069,1429
20071,391
20073,2222
20075,553
20077,1920
20079,11960
20081,1137
20083,509
20085,4640
20087,5764
20089,954
20091,178296
20093,1381
20095,2341
20097,775
20099,7991
20101,370
20103,24249
20105,740
20107,3490
20109,1021
20111,12076
20115,4032
20117,2962
20113,9609
20119,1439
20121,9651
20123,1759
20125,10986
20127,1769
20129,742
20131,3796
20133,6105
20135,907
20137,2457
20139,4894
20141,1012
20143,1453
20145,2614
20147,1691
20149,7110
20151,2281
20153,805
20155,22806
20157,1551
20159,3082
20161,16451
20163,1581
20165,965
20167,2155
20169,17109
20171,1577
20173,171398
20175,8510
20177,60744
20179,902
20181,1812
20183,839
20185,1401
20187,530
20189,1934
20191,6649
20193,3022
20195,947
20197,1996
20199,488
20201,1633
20203,598
20205,3456
20207,1036
20209,54648
21001,7849
21003,8543
21005,8514
21007,1751
21009,17377
21011,4665
21013,11175
21015,47400
21017,7822
21019,22965
21021,11447
21023,2761
21025,5402
21027,6698
21029,29211
21031,4769
21033,5085
21035,11819
21037,30220
21039,1357
21041,4334
21043,12062
21045,5400
21047,20166
21049,14559
21051,9744
21053,4788
21055,2850
21057,2776
21059,38888
21061,3299
21063,3701
21065,5308
21067,123211
21069,4992
21071,16967
21073,18619
21075,1483
21077,2809
21079,6043
21081,9998
21083,13675
21085,10071
21087,4849
21089,16837
21091,3156
21093,43810
21095,12843
21097,8537
21099,6908
21101,17694
21103,6406
21105,1109
21107,19792
21109,5233
21111,283708
21113,19158
21115,9104
21117,54205
21119,6088
21121,15023
21123,4832
21125,27059
21127,5560
21129,3512
21131,5226
21133,9862
21135,5767
21137,8936
21139,3104
21141,10360
21143,3623
21151,35555
21153,5149
21155,8059
21157,10265
21159,4235
21161,6323
21145,23983
21147,7724
21149,3346
21163,7499
21165,2376
21167,9476
21169,3739
21171,4508
21173,11391
21175,6747
21177,13325
21179,19282
21181,2726
21183,8965
21185,23729
21187,3129
21189,2098
21191,4384
21193,16035
21195,25198
21197,6503
21199,22161
21201,879
21203,6680
21205,9819
21207,8412
21209,22918
21211,16931
21213,7547
21215,7089
21217,11868
21219,3570
21221,5128
21223,2761
21225,5532
,2504
21227,55374
21229,5103
21231,8354
21233,4920
21235,17191
21237,3577
21239,9530
22001,18944
22003,9060
22005,45368
22007,6803
22009,14381
22011,11209
22013,5002
22015,51124
22017,88694
22019,68184
22021,4607
22023,1387
22025,3141
22027,4113
22029,6468
22031,9787
22033,144599
22035,3349
22037,8365
22039,10224
22041,8879
22043,7541
22045,23908
22047,11668
22049,5604
22051,142493
22053,8197
22059,5091
22055,79177
22057,35001
22061,15460
22063,47327
22065,3940
22067,8513
22069,13037
22071,114250
22073,64890
22075,7939
22077,7975
22079,42728
22081,2577
22083,9019
22085,8030
22087,14458
22089,17250
22091,2276
22093,7351
22095,13287
22097,27848
22099,15850
22101,15309
22103,91451
22105,45249
22107,1334
22109,38963
22111,8802
,1242
22113,19103
22115,11781
22117,16287
22119,14458
22121,9676
22123,4853
22125,3364
22127,5565
23001,28509
23003,18328
23005,66462
23007,7323
23009,10199
23011,30176
23013,8147
23015,6944
23017,14603
23019,37661
23021,3929
23023,7034
23025,12972
,1
23027,8086
23029,5748
23031,52008
24001,21727
24003,119778
24005,172390
24510,149506
24009,14786
24011,7332
24013,28135
24015,20354
24017,38694
24019,9554
24021,58491
24023,7195
24025,50107
24027,64155
24029,3956
24031,245948
24033,229467
24035,8845
24039,6191
24037,24578
24041,7233
24043,40981
24045,24862
24047,10878
25001,49493
25003,35346
25005,182151
25007,4358
25009,256681
25011,14714
25013,171829
25015,39662
25017,436797
25019,3948
25021,173464
25023,143431
25025,267874
,200873
25027,240341
26001,1933
26003,2276
26005,32211
26007,6584
26009,5281
26011,3914
26013,2784
26015,16986
26017,31763
26019,4143
26021,42080
26023,14369
26025,42622
26027,13133
26029,5871
26031,5802
26033,13402
26035,8182
26037,28166
26039,3200
26041,12472
26043,9390
26045,35077
26047,7617
26049,125355
26051,6802
26053,4306
26055,21552
26057,15941
26059,12764
26061,9587
26063,9757
26065,84928
26067,23031
26069,5696
26071,3614
26073,17995
26075,55639
26077,75822
26079,4512
26081,201894
26083,664
26085,2471
26087,24874
26089,4441
26091,32416
26093,58344
26095,2533
26097,2997
26099,301148
26101,5636
26103,20228
26105,8357
26107,10312
26109,7183
26111,23527
26113,3591
26115,48415
26117,20067
26119,1998
26121,50877
26123,13711
26125,385029
26127,7754
26129,5082
26131,1344
26133,6012
26135,1696
26137,6790
26139,87973
26141,2383
26143,5630
26145,62247
26151,10617
26153,2234
26155,22230
26147,50560
26149,16096
26157,15728
,16420
26159,20826
26161,110150
26163,537074
26165,8674
27001,3696
27003,119208
27005,10489
27007,14371
27009,17025
27011,1773
27013,21349
27015,7968
27017,11435
27019,32024
27021,8619
27023,3826
27025,17265
27027,23697
27029,2535
27031,826
27033,3786
27035,19357
27037,136888
27039,6721
27041,13389
27043,4465
27045,5866
27047,10566
27049,15594
27051,1818
27053,385297
27055,5487
27057,6107
27059,11736
27061,13584
27063,2668
27065,4354
27067,15907
27069,1247
27071,3711
27073,2196
27075,2644
27077,925
27079,7486
27081,1517
27083,8291
27087,2180
27089,2522
27091,6669
27085,13035
27093,7187
27095,8417
27097,11161
27099,13850
27101,2399
27103,9870
27105,8168
27107,1796
27109,53047
27111,16408
27113,4318
27115,8566
27117,2403
27119,10673
27121,3976
27123,159278
27125,1070
27127,4774
27129,4557
27131,20723
27133,2784
27135,5060
27139,47916
27141,31958
27143,4249
27137,60512
27145,61532
27147,12031
27149,3313
27151,2723
27153,8458
27155,1035
,926
27157,6672
27159,5229
27161,6369
27163,82536
27165,3453
27167,1945
27169,15894
27171,42752
27173,3157
28001,8590
28003,12815
28005,3885
28007,6811
28009,2819
28011,11630
28013,5590
28015,3088
28017,7015
28019,2901
28021,2565
28023,4890
28025,6224
28027,8205
28029,9238
28031,8683
28033,61488
28035,27523
28037,2368
28039,8780
28041,3897
28043,6443
28045,14973
28047,66104
28049,68037
28051,5247
28053,2397
28055,307
28057,9449
28059,45938
28061,6153
28063,1791
28065,3669
28067,26502
28069,2648
28071,18938
28073,22073
28075,22120
28077,4566
28079,7703
28081,34009
28083,8667
28085,10505
28087,21310
28089,31893
28091,8795
28093,12052
28095,13798
28097,3702
28099,12873
28101,7137
28103,3635
28105,13773
28107,12443
28109,17821
28111,3754
28113,12832
28115,12842
28117,10252
28119,1835
28121,47012
28123,7887
28125,1169
28127,8673
28129,5063
28131,6731
28133,7106
28135,3888
28137,8703
28139,8946
28141,7721
28143,3057
28145,11645
28147,4689
28149,12825
28151,13015
28153,6967
28155,4069
28157,1943
28159,6747
28161,4831
28163,10078
29001,6722
29003,5665
29005,1815
29007,6866
29009,7963
29011,3371
29013,4457
29015,5499
29017,3260
29019,55558
29021,29734
29023,12433
29025,2076
29027,14439
29029,10881
29031,23434
29033,2691
29035,1761
29037,30193
29039,3751
29041,1996
29043,24975
29045,1922
29047,33549
29049,5749
29051,24120
29053,4792
29055,6579
29057,1815
29059,4697
29061,2027
29063,2551
29065,3966
29067,3059
29069,9718
29071,31433
29073,4094
29075,2690
29077,84976
29079,3140
29081,2465
29083,7064
29085,2408
29087,1314
29089,2972
29091,10995
29093,2695
29095,118199
29097,24375
29099,67882
29101,14723
,16460
,139772
29103,1189
29105,9621
29107,9250
29109,9297
29111,3365
29113,18483
29115,3167
29117,4454
29121,4264
29123,4264
29125,1966
29127,9802
29119,6658
29129,903
29131,7090
29133,4425
29135,4386
29137,2509
29139,3116
29141,4920
29143,6109
29145,13831
29147,7643
29149,2432
29151,3793
29153,2035
29155,3800
29157,6336
29159,14937
29161,12903
29163,5220
29165,12814
29167,9932
29169,10785
29171,1177
29173,2948
29175,7202
29177,6208
29179,1392
29181,3194
29195,7228
29197,896
29199,839
29201,13875
29203,1916
29205,2075
29183,130285
29185,2618
29187,23553
29189,294689
29510,76241
29186,4846
29207,7191
29209,6942
29211,2048
29213,16064
29215,5677
29217,6150
29219,9926
29221,7086
29223,2979
29225,10347
29227,559
29229,4585
30001,2469
30003,5861
30005,2590
30007,1545
30009,2465
30011,291
30013,30042
30015,1360
30017,3518
30019,485
30021,2767
30023,3255
30025,798
30027,2966
30029,33849
30031,41847
30033,251
30035,4730
30037,178
30039,672
30041,5400
30043,3149
30045,283
30047,8334
30049,21851
30051,528
30053,5632
30057,2392
30055,452
30059,597
30061,1367
30063,34011
30065,1107
30067,5132
30069,45
30071,1146
30073,1477
30075,418
30077,2218
30079,292
