,date,state,fips,cases,deaths
20036,2021-03-02,Arizona,4,819281,16065
20037,2021-03-02,Arkansas,5,322949,5254
20038,2021-03-02,California,6,3578092,52774
20039,2021-03-02,Colorado,8,432939,6054
20040,2021-03-02,Connecticut,9,283128,7658
20041,2021-03-02,Delaware,10,87193,1426
20042,2021-03-02,District of Columbia,11,40767,1019
20043,2021-03-02,Florida,12,1918092,31134
20044,2021-03-02,Georgia,13,986968,16936
20045,2021-03-02,Guam,66,8711,132
20046,2021-03-02,Hawaii,15,27532,436
20047,2021-03-02,Idaho,16,172031,1874
20048,2021-03-02,Illinois,17,1192860,22803
20049,2021-03-02,Indiana,18,665962,12623
20050,2021-03-02,Iowa,19,337496,5498
20051,2021-03-02,Kansas,20,297460,4743
20052,2021-03-02,Kentucky,21,409843,4822
20053,2021-03-02,Louisiana,22,431271,9647
20054,2021-03-02,Maine,23,44944,703
20055,2021-03-02,Maryland,24,383352,7905
20056,2021-03-02,Massachusetts,25,582844,16182
20057,2021-03-02,Michigan,26,648119,16534
20058,2021-03-02,Minnesota,27,485723,6558
20059,2021-03-02,Mississippi,28,295295,6724
20060,2021-03-02,Missouri,29,525664,8402
20061,2021-03-02,Montana,30,100272,1373
20062,2021-03-02,Nebraska,31,201894,2210
20063,2021-03-02,Nevada,32,294324,4972
20064,2021-03-02,New Hampshire,33,75803,1170
20065,2021-03-02,New Jersey,34,795785,23321
20066,2021-03-02,New Mexico,35,185542,3742
20067,2021-03-02,New York,36,1656941,47345
20068,2021-03-02,North Carolina,37,864656,11320
20069,2021-03-02,North Dakota,38,99987,1477
20070,2021-03-02,Northern Mariana Islands,69,143,2
20071,2021-03-02,Ohio,39,970583,16750
20072,2021-03-02,Oklahoma,40,424999,4534
20073,2021-03-02,Oregon,41,156088,2231
20074,2021-03-02,Pennsylvania,42,940811,24135
20075,2021-03-02,Puerto Rico,72,134350,2040
20076,2021-03-02,Rhode Island,44,126849,2525
20077,2021-03-02,South Carolina,45,518823,8576
20078,2021-03-02,South Dakota,46,112652,1888
20079,2021-03-02,Tennessee,47,762964,11342
20080,2021-03-02,Texas,48,2665566,44353
20081,2021-03-02,Utah,49,372035,1949
20082,2021-03-02,Vermont,50,15372,206
20083,2021-03-02,Virgin Islands,78,2646,25
20084,2021-03-02,Virginia,51,578559,8943
20085,2021-03-02,Washington,53,344516,5056
20086,2021-03-02,West Virginia,54,132184,2301
20087,2021-03-02,Wisconsin,55,618310,7055
20088,2021-03-02,Wyoming,56,54527,682
20089,2021-03-03,Alabama,1,497154,10029
20090,2021-03-03,Alaska,2,58574,291
20091,2021-03-03,Arizona,4,820561,16089
20092,2021-03-03,Arkansas,5,323353,5261
20093,2021-03-03,California,6,3582495,53066
20094,2021-03-03,Colorado,8,434143,6063
20095,2021-03-03,Connecticut,9,283622,7678
20096,2021-03-03,Delaware,10,87425,1440
20097,2021-03-03,District of Columbia,11,40818,1023
20098,2021-03-03,Florida,12,1924106,31266
20099,2021-03-03,Georgia,13,989698,17079
20100,2021-03-03,Guam,66,8714,132
20101,2021-03-03,Hawaii,15,27549,438
20102,2021-03-03,Idaho,16,172442,1879
20103,2021-03-03,Illinois,17,1194960,22853
20104,2021-03-03,Indiana,18,666731,12633
20105,2021-03-03,Iowa,19,338009,5501
20106,2021-03-03,Kansas,20,298178,4816
20107,2021-03-03,Kentucky,21,410874,4853
20108,2021-03-03,Louisiana,22,431771,9668
20109,2021-03-03,Maine,23,45091,705
20110,2021-03-03,Maryland,24,384138,7919
20111,2021-03-03,Massachusetts,25,584743,16252
20112,2021-03-03,Michigan,26,649908,16541
20113,2021-03-03,Minnesota,27,486502,6575
20114,2021-03-03,Mississippi,28,295675,6743
20115,2021-03-03,Missouri,29,526191,8565
20116,2021-03-03,Montana,30,100469,1374
20117,2021-03-03,Nebraska,31,202182,2213
20118,2021-03-03,Nevada,32,294742,4988
20119,2021-03-03,New Hampshire,33,75990,1175
20120,2021-03-03,New Jersey,34,799476,23383
20121,2021-03-03,New Mexico,35,185898,3755
20122,2021-03-03,New York,36,1663505,47464
20123,2021-03-03,North Carolina,37,866725,11389
20124,2021-03-03,North Dakota,38,100097,1478
20125,2021-03-03,Northern Mariana Islands,69,144,2
20126,2021-03-03,Ohio,39,972605,16750
20127,2021-03-03,Oklahoma,40,425746,4534
20128,2021-03-03,Oregon,41,156387,2262
20129,2021-03-03,Pennsylvania,42,943448,24214
20130,2021-03-03,Puerto Rico,72,134380,2048
20131,2021-03-03,Rhode Island,44,127285,2534
20132,2021-03-03,South Carolina,45,519996,8620
20133,2021-03-03,South Dakota,46,112833,1893
20134,2021-03-03,Tennessee,47,764297,11365
20135,2021-03-03,Texas,48,2673115,44627
20136,2021-03-03,Utah,49,372764,1955
20137,2021-03-03,Vermont,50,15487,207
20138,2021-03-03,Virgin Islands,78,2695,25
20139,2021-03-03,Virginia,51,580108,9326
20140,2021-03-03,Washington,53,345193,5075
20141,2021-03-03,West Virginia,54,132416,2309
20142,2021-03-03,Wisconsin,55,619089,7074
20143,2021-03-03,Wyoming,56,54616,682
20144,2021-03-04,Alabama,1,498076,10094
20145,2021-03-04,Alaska,2,58722,291
20146,2021-03-04,Arizona,4,821474,16185
20147,2021-03-04,Arkansas,5,323756,5273
20148,2021-03-04,California,6,3587750,53457
20149,2021-03-04,Colorado,8,435448,6066
20150,2021-03-04,Connecticut,9,284500,7693
20151,2021-03-04,Delaware,10,87643,1444
20152,2021-03-04,District of Columbia,11,41014,1024
20153,2021-03-04,Florida,12,1930224,31386
20154,2021-03-04,Georgia,13,992399,17198
20155,2021-03-04,Guam,66,8716,132
20156,2021-03-04,Hawaii,15,27604,438
20157,2021-03-04,Idaho,16,172721,1879
20158,2021-03-04,Illinois,17,1196739,22902
20159,2021-03-04,Indiana,18,667668,12663
20160,2021-03-04,Iowa,19,338588,5536
20161,2021-03-04,Kansas,20,298218,4816
20162,2021-03-04,Kentucky,21,411928,4886
20163,2021-03-04,Louisiana,22,432527,9686
20164,2021-03-04,Maine,23,45227,705
20165,2021-03-04,Maryland,24,384947,7922
20166,2021-03-04,Massachusetts,25,586310,16296
20167,2021-03-04,Michigan,26,651685,16580
20168,2021-03-04,Minnesota,27,487442,6589
20169,2021-03-04,Mississippi,28,296154,6764
20170,2021-03-04,Missouri,29,526806,8571
20171,2021-03-04,Montana,30,100640,1377
20172,2021-03-04,Nebraska,31,202521,2213
20173,2021-03-04,Nevada,32,295166,5005
20174,2021-03-04,New Hampshire,33,76178,1178
20175,2021-03-04,New Jersey,34,802669,23491
20176,2021-03-04,New Mexico,35,186156,3771
20177,2021-03-04,New York,36,1670973,47565
20178,2021-03-04,North Carolina,37,869364,11434
20179,2021-03-04,North Dakota,38,100214,1478
20180,2021-03-04,Northern Mariana Islands,69,144,2
20181,2021-03-04,Ohio,39,974480,16750
20182,2021-03-04,Oklahoma,40,426641,4534
20183,2021-03-04,Oregon,41,156714,2284
20184,2021-03-04,Pennsylvania,42,946455,24265
20185,2021-03-04,Puerto Rico,72,134482,2053
20186,2021-03-04,Rhode Island,44,127727,2539
20187,2021-03-04,South Carolina,45,521563,8660
20188,2021-03-04,South Dakota,46,113065,1896
20189,2021-03-04,Tennessee,47,765869,11407
20190,2021-03-04,Texas,48,2680637,44920
20191,2021-03-04,Utah,49,373319,1965
20192,2021-03-04,Vermont,50,15686,207
20193,2021-03-04,Virgin Islands,78,2704,25
20194,2021-03-04,Virginia,51,581408,9357
20195,2021-03-04,Washington,53,346030,5098
20196,2021-03-04,West Virginia,54,132677,2309
20197,2021-03-04,Wisconsin,55,619942,7087
20198,2021-03-04,Wyoming,56,54685,682
20199,2021-03-05,Alabama,1,498887,10122
20200,2021-03-05,Alaska,2,58870,292
20201,2021-03-05,Arizona,4,823384,16272
20202,2021-03-05,Arkansas,5,324326,5283
20203,2021-03-05,California,6,3592812,53838
20204,2021-03-05,Colorado,8,436848,6075
20205,2021-03-05,Connecticut,9,285330,7704
20206,2021-03-05,Delaware,10,87874,1453
20207,2021-03-05,District of Columbia,11,41122,1027
20208,2021-03-05,Florida,12,1936199,31521
20209,2021-03-05,Georgia,13,994416,17260
20210,2021-03-05,Guam,66,8716,132
20211,2021-03-05,Hawaii,15,27693,440
20212,2021-03-05,Idaho,16,172929,1880
20213,2021-03-05,Illinois,17,1198242,22946
20214,2021-03-05,Indiana,18,668520,12697
20215,2021-03-05,Iowa,19,339121,5549
20216,2021-03-05,Kansas,20,298897,4812
20217,2021-03-05,Kentucky,21,412863,4912
20218,2021-03-05,Louisiana,22,433045,9716
20219,2021-03-05,Maine,23,45452,704
20220,2021-03-05,Maryland,24,385860,7930
20221,2021-03-05,Massachusetts,25,588209,16322
20222,2021-03-05,Michigan,26,653447,16591
20223,2021-03-05,Minnesota,27,488238,6602
20224,2021-03-05,Mississippi,28,296745,6783
20225,2021-03-05,Missouri,29,527396,8599
20226,2021-03-05,Montana,30,100798,1381
20227,2021-03-05,Nebraska,31,202871,2222
20228,2021-03-05,Nevada,32,295558,5024
20229,2021-03-05,New Hampshire,33,76422,1178
20230,2021-03-05,New Jersey,34,806367,23521
20231,2021-03-05,New Mexico,35,186460,3789
20232,2021-03-05,New York,36,1679124,47672
20233,2021-03-05,North Carolina,37,871407,11475
20234,2021-03-05,North Dakota,38,100308,1478
20235,2021-03-05,Northern Mariana Islands,69,144,2
20236,2021-03-05,Ohio,39,976230,17502
20237,2021-03-05,Oklahoma,40,427558,4534
20238,2021-03-05,Oregon,41,156985,2301
20239,2021-03-05,Pennsylvania,42,949223,24311
20240,2021-03-05,Puerto Rico,72,134681,2056
20241,2021-03-05,Rhode Island,44,128121,2541
20242,2021-03-05,South Carolina,45,523258,8699
20243,2021-03-05,South Dakota,46,113229,1896
20244,2021-03-05,Tennessee,47,767073,11439
20245,2021-03-05,Texas,48,2686191,45195
20246,2021-03-05,Utah,49,373924,1970
20247,2021-03-05,Vermont,50,15819,207
20248,2021-03-05,Virgin Islands,78,2714,25
20249,2021-03-05,Virginia,51,583060,9428
20250,2021-03-05,Washington,53,346733,5104
20251,2021-03-05,West Virginia,54,132964,2318
20252,2021-03-05,Wisconsin,55,620663,7099
20253,2021-03-05,Wyoming,56,54764,682
20254,2021-03-06,Alabama,1,499411,10149
20255,2021-03-06,Alaska,2,58870,292
20256,2021-03-06,Arizona,4,825119,16323
20257,2021-03-06,Arkansas,5,324653,5297
20258,2021-03-06,California,6,3597075,54124
20259,2021-03-06,Colorado,8,437650,6075
20260,2021-03-06,Connecticut,9,285330,7704
20261,2021-03-06,Delaware,10,88139,1464
20262,2021-03-06,District of Columbia,11,41273,1030
20263,2021-03-06,Florida,12,1940889,31619
20264,2021-03-06,Georgia,13,996616,17347
20265,2021-03-06,Guam,66,8718,134
20266,2021-03-06,Hawaii,15,27774,441
20267,2021-03-06,Idaho,16,173011,1882
20268,2021-03-06,Illinois,17,1200720,23002
20269,2021-03-06,Indiana,18,669754,12726
20270,2021-03-06,Iowa,19,339511,5553
20271,2021-03-06,Kansas,20,298900,4812
20272,2021-03-06,Kentucky,21,413684,4952
20273,2021-03-06,Louisiana,22,433045,9716
20274,2021-03-06,Maine,23,45635,704
20275,2021-03-06,Maryland,24,386792,7941
20276,2021-03-06,Massachusetts,25,589931,16374
20277,2021-03-06,Michigan,26,655016,16647
20278,2021-03-06,Minnesota,27,489184,6614
20279,2021-03-06,Mississippi,28,297321,6805
20280,2021-03-06,Missouri,29,527836,8606
20281,2021-03-06,Montana,30,100925,1382
20282,2021-03-06,Nebraska,31,203084,2223
20283,2021-03-06,Nevada,32,296030,5036
20284,2021-03-06,New Hampshire,33,76695,1181
20285,2021-03-06,New Jersey,34,810089,23557
20286,2021-03-06,New Mexico,35,186742,3798
20287,2021-03-06,New York,36,1687250,47767
20288,2021-03-06,North Carolina,37,873169,11520
20289,2021-03-06,North Dakota,38,100387,1479
20290,2021-03-06,Northern Mariana Islands,69,144,2
20291,2021-03-06,Ohio,39,977738,17502
20292,2021-03-06,Oklahoma,40,428536,4534
20293,2021-03-06,Oregon,41,157163,2303
20294,2021-03-06,Pennsylvania,42,951703,24362
20295,2021-03-06,Puerto Rico,72,134942,2059
20296,2021-03-06,Rhode Island,44,128121,2541
20297,2021-03-06,South Carolina,45,524457,8719
20298,2021-03-06,South Dakota,46,113378,1898
20299,2021-03-06,Tennessee,47,768139,11447
20300,2021-03-06,Texas,48,2689785,45381
20301,2021-03-06,Utah,49,374494,1975
20302,2021-03-06,Vermont,50,15964,208
20303,2021-03-06,Virgin Islands,78,2714,25
20304,2021-03-06,Virginia,51,584537,9519
20305,2021-03-06,Washington,53,347301,5107
20306,2021-03-06,West Virginia,54,133290,2323
20307,2021-03-06,Wisconsin,55,621277,7107
20308,2021-03-06,Wyoming,56,54764,682
20309,2021-03-07,Alabama,1,499819,10148
20310,2021-03-07,Alaska,2,58870,292
20311,2021-03-07,Arizona,4,826454,16328
20312,2021-03-07,Arkansas,5,324818,5319
20313,2021-03-07,California,6,3599828,54217
20314,2021-03-07,Colorado,8,437726,6075
20315,2021-03-07,Connecticut,9,285330,7704
20316,2021-03-07,Delaware,10,88354,1473
20317,2021-03-07,District of Columbia,11,41419,1030
20318,2021-03-07,Florida,12,1944987,31682
20319,2021-03-07,Georgia,13,998254,17348
20320,2021-03-07,Guam,66,8718,134
20321,2021-03-07,Hawaii,15,27821,442
20322,2021-03-07,Idaho,16,173011,1882
20323,2021-03-07,Illinois,17,1201760,23014
20324,2021-03-07,Indiana,18,670500,12737
20325,2021-03-07,Iowa,19,339672,5559
20326,2021-03-07,Kansas,20,298900,4812
20327,2021-03-07,Kentucky,21,414200,4962
20328,2021-03-07,Louisiana,22,433785,9748
20329,2021-03-07,Maine,23,45794,706
20330,2021-03-07,Maryland,24,387501,7955
20331,2021-03-07,Massachusetts,25,591356,16417
20332,2021-03-07,Michigan,26,655075,16647
20333,2021-03-07,Minnesota,27,490079,6618
20334,2021-03-07,Mississippi,28,297581,6808
20335,2021-03-07,Missouri,29,528102,8608
20336,2021-03-07,Montana,30,100968,1382
20337,2021-03-07,Nebraska,31,203304,2223
20338,2021-03-07,Nevada,32,296267,5037
20339,2021-03-07,New Hampshire,33,76861,1184
20340,2021-03-07,New Jersey,34,812609,23574
20341,2021-03-07,New Mexico,35,186922,3808
20342,2021-03-07,New York,36,1694908,47857
20343,2021-03-07,North Carolina,37,873169,11522
20344,2021-03-07,North Dakota,38,100421,1479
20345,2021-03-07,Northern Mariana Islands,69,144,2
20346,2021-03-07,Ohio,39,978471,17502
20347,2021-03-07,Oklahoma,40,428997,4534
20348,2021-03-07,Oregon,41,157350,2303
20349,2021-03-07,Pennsylvania,42,953421,24393
20350,2021-03-07,Puerto Rico,72,135247,2059
20351,2021-03-07,Rhode Island,44,128121,2541
20352,2021-03-07,South Carolina,45,525865,8754
20353,2021-03-07,South Dakota,46,113589,1900
20354,2021-03-07,Tennessee,47,769161,11450
20355,2021-03-07,Texas,48,2692573,45446
20356,2021-03-07,Utah,49,374906,1976
20357,2021-03-07,Vermont,50,16083,208
20358,2021-03-07,Virgin Islands,78,2714,25
20359,2021-03-07,Virginia,51,585700,9596
20360,2021-03-07,Washington,53,347391,5108
20361,2021-03-07,West Virginia,54,133445,2325
20362,2021-03-07,Wisconsin,55,621654,7111
20363,2021-03-07,Wyoming,56,54764,682
20364,2021-03-08,Alabama,1,500092,10148
20365,2021-03-08,Alaska,2,59210,291
20366,2021-03-08,Arizona,4,827237,16328
20367,2021-03-08,Arkansas,5,324951,5343
20368,2021-03-08,California,6,3604005,54377
20369,2021-03-08,Colorado,8,439609,6079
20370,2021-03-08,Connecticut,9,287396,7725
20371,2021-03-08,Delaware,10,88563,1475
20372,2021-03-08,District of Columbia,11,41579,1035
20373,2021-03-08,Florida,12,1948299,31763
20374,2021-03-08,Georgia,13,999460,17389
20375,2021-03-08,Guam,66,8720,134
20376,2021-03-08,Hawaii,15,27862,442
20377,2021-03-08,Idaho,16,173523,1893
20378,2021-03-08,Illinois,17,1203008,23020
20379,2021-03-08,Indiana,18,670975,12744
20380,2021-03-08,Iowa,19,340128,5560
20381,2021-03-08,Kansas,20,299503,4816
20382,2021-03-08,Kentucky,21,414550,4970
20383,2021-03-08,Louisiana,22,434289,9758
20384,2021-03-08,Maine,23,45926,706
20385,2021-03-08,Maryland,24,388217,7963
20386,2021-03-08,Massachusetts,25,592344,16435
20387,2021-03-08,Michigan,26,657365,16652
20388,2021-03-08,Minnesota,27,490551,6624
20389,2021-03-08,Mississippi,28,297651,6808
20390,2021-03-08,Missouri,29,574365,8610
20391,2021-03-08,Montana,30,101093,1382
20392,2021-03-08,Nebraska,31,203546,2224
20393,2021-03-08,Nevada,32,296457,5040
20394,2021-03-08,New Hampshire,33,77060,1184
20395,2021-03-08,New Jersey,34,814916,23590
20396,2021-03-08,New Mexico,35,187040,3813
20397,2021-03-08,New York,36,1700348,47921
20398,2021-03-08,North Carolina,37,875966,11556
20399,2021-03-08,North Dakota,38,100449,1479
20400,2021-03-08,Northern Mariana Islands,69,146,2
20401,2021-03-08,Ohio,39,979726,17502
20402,2021-03-08,Oklahoma,40,429162,4534
20403,2021-03-08,Oregon,41,157611,2306
20404,2021-03-08,Pennsylvania,42,955337,24401
20405,2021-03-08,Puerto Rico,72,135432,2065
20406,2021-03-08,Rhode Island,44,128981,2549
20407,2021-03-08,South Carolina,45,526716,8760
20408,2021-03-08,South Dakota,46,113596,1901
20409,2021-03-08,Tennessee,47,770202,11459
20410,2021-03-08,Texas,48,2696533,45570
20411,2021-03-08,Utah,49,375165,1977
20412,2021-03-08,Vermont,50,16199,208
20413,2021-03-08,Virgin Islands,78,2744,25
20414,2021-03-08,Virginia,51,586592,9683
20415,2021-03-08,Washington,53,348485,5129
20416,2021-03-08,West Virginia,54,133627,2325
20417,2021-03-08,Wisconsin,55,621842,7111
20418,2021-03-08,Wyoming,56,54903,682
20419,2021-03-09,Alabama,1,500616,10186
20420,2021-03-09,Alaska,2,59299,291
20421,2021-03-09,Arizona,4,827800,16326
20422,2021-03-09,Arkansas,5,325383,5357
20423,2021-03-09,California,6,3608146,54620
20424,2021-03-09,Colorado,8,440479,6084
20425,2021-03-09,Connecticut,9,288145,7739
20426,2021-03-09,Delaware,10,88679,1482
20427,2021-03-09,District of Columbia,11,41910,1036
20428,2021-03-09,Florida,12,1952725,31888
20429,2021-03-09,Georgia,13,1001341,17418
20430,2021-03-09,Guam,66,8721,134
20431,2021-03-09,Hawaii,15,27903,442
20432,2021-03-09,Idaho,16,173922,1894
20433,2021-03-09,Illinois,17,1204693,23039
20434,2021-03-09,Indiana,18,671570,12762
20435,2021-03-09,Iowa,19,340891,5575
20436,2021-03-09,Kansas,20,299523,4816
20437,2021-03-09,Kentucky,21,415393,5001
20438,2021-03-09,Louisiana,22,434926,9769
20439,2021-03-09,Maine,23,46059,723
20440,2021-03-09,Maryland,24,388848,7988
20441,2021-03-09,Massachusetts,25,593607,16456
20442,2021-03-09,Michigan,26,658967,16683
20443,2021-03-09,Minnesota,27,492176,6764
20444,2021-03-09,Mississippi,28,298008,6834
20445,2021-03-09,Missouri,29,575066,8715
20446,2021-03-09,Montana,30,101229,1386
20447,2021-03-09,Nebraska,31,203806,2221
20448,2021-03-09,Nevada,32,296872,5054
20449,2021-03-09,New Hampshire,33,77252,1185
20450,2021-03-09,New Jersey,34,819042,23635
20451,2021-03-09,New Mexico,35,187238,3832
20452,2021-03-09,New York,36,1707181,48000
20453,2021-03-09,North Carolina,37,877212,11577
20454,2021-03-09,North Dakota,38,100544,1479
20455,2021-03-09,Northern Mariana Islands,69,146,2
20456,2021-03-09,Ohio,39,981619,17662
20457,2021-03-09,Oklahoma,40,429432,4701
20458,2021-03-09,Oregon,41,158029,2309
20459,2021-03-09,Pennsylvania,42,958266,24445
20460,2021-03-09,Puerto Rico,72,135552,2066
20461,2021-03-09,Rhode Island,44,129277,2556
20462,2021-03-09,South Carolina,45,527348,8763
20463,2021-03-09,South Dakota,46,113753,1901
20464,2021-03-09,Tennessee,47,771292,11489
20465,2021-03-09,Texas,48,2701913,45754
20466,2021-03-09,Utah,49,375725,1990
20467,2021-03-09,Vermont,50,16286,211
20468,2021-03-09,Virgin Islands,78,2744,25
20469,2021-03-09,Virginia,51,588129,9790
20470,2021-03-09,Washington,53,349196,5141
20471,2021-03-09,West Virginia,54,133856,2326
20472,2021-03-09,Wisconsin,55,622444,7138
20473,2021-03-09,Wyoming,56,54972,691
20474,2021-03-10,Alabama,1,501398,10222
20475,2021-03-10,Alaska,2,59451,291
20476,2021-03-10,Arizona,4,828630,16404
20477,2021-03-10,Arkansas,5,325700,5382
20478,2021-03-10,California,6,3611614,54877
20479,2021-03-10,Colorado,8,441611,6092
20480,2021-03-10,Connecticut,9,288657,7752
20481,2021-03-10,Delaware,10,88891,1492
20482,2021-03-10,District of Columbia,11,42006,1037
20483,2021-03-10,Florida,12,1957578,31947
20484,2021-03-10,Georgia,13,1003181,17491
20485,2021-03-10,Guam,66,8725,134
20486,2021-03-10,Hawaii,15,27944,445
20487,2021-03-10,Idaho,16,174381,1903
20488,2021-03-10,Illinois,17,1206362,23067
20489,2021-03-10,Indiana,18,672439,12775
20490,2021-03-10,Iowa,19,341378,5602
20491,2021-03-10,Kansas,20,300261,4851
20492,2021-03-10,Kentucky,21,416402,5026
20493,2021-03-10,Louisiana,22,435514,9812
20494,2021-03-10,Maine,23,46254,723
20495,2021-03-10,Maryland,24,389748,8002
20496,2021-03-10,Massachusetts,25,595264,16509
20497,2021-03-10,Michigan,26,661607,16690
20498,2021-03-10,Minnesota,27,493081,6773
20499,2021-03-10,Mississippi,28,298445,6845
20500,2021-03-10,Missouri,29,575719,8728
20501,2021-03-10,Montana,30,101374,1388
20502,2021-03-10,Nebraska,31,204144,2231
20503,2021-03-10,Nevada,32,297203,5069
20504,2021-03-10,New Hampshire,33,77463,1187
20505,2021-03-10,New Jersey,34,822817,23691
20506,2021-03-10,New Mexico,35,187487,3841
20507,2021-03-10,New York,36,1713287,48092
20508,2021-03-10,North Carolina,37,879027,11628
20509,2021-03-10,North Dakota,38,100645,1481
20510,2021-03-10,Northern Mariana Islands,69,146,2
20511,2021-03-10,Ohio,39,983487,17662
20512,2021-03-10,Oklahoma,40,430250,4701
20513,2021-03-10,Oregon,41,158360,2314
20514,2021-03-10,Pennsylvania,42,960877,24485
20515,2021-03-10,Puerto Rico,72,135552,2067
20516,2021-03-10,Rhode Island,44,129595,2559
20517,2021-03-10,South Carolina,45,528473,8781
20518,2021-03-10,South Dakota,46,113962,1904
20519,2021-03-10,Tennessee,47,772634,11506
20520,2021-03-10,Texas,48,2707234,45956
20521,2021-03-10,Utah,49,376384,1992
20522,2021-03-10,Vermont,50,16371,211
20523,2021-03-10,Virgin Islands,78,2755,25
20524,2021-03-10,Virginia,51,589375,9849
20525,2021-03-10,Washington,53,349881,5159
20526,2021-03-10,West Virginia,54,134158,2330
20527,2021-03-10,Wisconsin,55,623150,7151
20528,2021-03-10,Wyoming,56,55014,691
20529,2021-03-11,Alabama,1,502263,10274
20530,2021-03-11,Alaska,2,59689,291
20531,2021-03-11,Arizona,4,830465,16464
20532,2021-03-11,Arkansas,5,326040,5410
20533,2021-03-11,California,6,3615174,55132
20534,2021-03-11,Colorado,8,442599,6108
20535,2021-03-11,Connecticut,9,289392,7761
20536,2021-03-11,Delaware,10,89680,1494
20537,2021-03-11,District of Columbia,11,42128,1038
20538,2021-03-11,Florida,12,1962643,32039
20539,2021-03-11,Georgia,13,1004918,17570
20540,2021-03-11,Guam,66,8727,134
20541,2021-03-11,Hawaii,15,27998,445
20542,2021-03-11,Idaho,16,174729,1909
20543,2021-03-11,Illinois,17,1208072,23122
20544,2021-03-11,Indiana,18,673349,12802
20545,2021-03-11,Iowa,19,341837,5622
20546,2021-03-11,Kansas,20,300302,4851
20547,2021-03-11,Kentucky,21,417631,5052
20548,2021-03-11,Louisiana,22,435935,9828
20549,2021-03-11,Maine,23,46441,723
20550,2021-03-11,Maryland,24,390672,8014
20551,2021-03-11,Massachusetts,25,597073,16551
20552,2021-03-11,Michigan,26,664079,16712
20553,2021-03-11,Minnesota,27,494174,6792
20554,2021-03-11,Mississippi,28,299124,6864
20555,2021-03-11,Missouri,29,576523,8743
20556,2021-03-11,Montana,30,101561,1392
20557,2021-03-11,Nebraska,31,204417,2234
20558,2021-03-11,Nevada,32,297813,5080
20559,2021-03-11,New Hampshire,33,77764,1191
20560,2021-03-11,New Jersey,34,826631,23737
20561,2021-03-11,New Mexico,35,187720,3847
20562,2021-03-11,New York,36,1720456,48208
20563,2021-03-11,North Carolina,37,881110,11649
20564,2021-03-11,North Dakota,38,100757,1485
20565,2021-03-11,Northern Mariana Islands,69,146,2
20566,2021-03-11,Ohio,39,984934,17662
20567,2021-03-11,Oklahoma,40,430944,4701
20568,2021-03-11,Oregon,41,158649,2323
20569,2021-03-11,Pennsylvania,42,963552,24533
20570,2021-03-11,Puerto Rico,72,135666,2071
20571,2021-03-11,Rhode Island,44,130120,2563
20572,2021-03-11,South Carolina,45,529392,8822
