,date,state,fips,cases,deaths
40797,2022-03-11,Massachusetts,25,1680673,23751
40798,2022-03-11,Michigan,26,2366110,35149
40799,2022-03-11,Minnesota,27,1422069,12464
40800,2022-03-11,Mississippi,28,792560,12255
40801,2022-03-11,Missouri,29,1419784,19545
40802,2022-03-11,Montana,30,271883,3224
40803,2022-03-11,Nebraska,31,476844,4026
40804,2022-03-11,Nevada,32,688054,9922
40805,2022-03-11,New Hampshire,33,300185,2415
40806,2022-03-11,New Jersey,34,2180216,33087
40807,2022-03-11,New Mexico,35,515164,7052
40808,2022-03-11,New York,36,4927976,67027
40809,2022-03-11,North Carolina,37,2610385,22932
40810,2022-03-11,North Dakota,38,239125,2270
40811,2022-03-11,Northern Mariana Islands,69,10379,30
40812,2022-03-11,Ohio,39,2663019,37410
40813,2022-03-11,Oklahoma,40,1027136,13514
40814,2022-03-11,Oregon,41,699362,6869
40815,2022-03-11,Pennsylvania,42,2768513,43808
40816,2022-03-11,Puerto Rico,72,509204,4148
40817,2022-03-11,Rhode Island,44,357802,3421
40818,2022-03-11,South Carolina,45,1465127,17372
40819,2022-03-11,South Dakota,46,236602,2853
40820,2022-03-11,Tennessee,47,1966694,24598
40821,2022-03-11,Texas,48,6609865,86366
40822,2022-03-11,Utah,49,925712,4539
40823,2022-03-11,Vermont,50,113948,608
40824,2022-03-11,Virgin Islands,78,15556,109
40825,2022-03-11,Virginia,51,1653212,19212
40826,2022-03-11,Washington,53,1438763,12263
40827,2022-03-11,West Virginia,54,494875,6550
40828,2022-03-11,Wisconsin,55,1577890,13713
40829,2022-03-11,Wyoming,56,155744,1749
40830,2022-03-12,Alabama,1,1288999,18832
40831,2022-03-12,Alaska,2,241845,1165
40832,2022-03-12,American Samoa,60,433,0
40833,2022-03-12,Arizona,4,1987318,28097
40834,2022-03-12,Arkansas,5,826201,10892
40835,2022-03-12,California,6,9035301,87386
40836,2022-03-12,Colorado,8,1330917,12085
40837,2022-03-12,Connecticut,9,729697,10648
40838,2022-03-12,Delaware,10,258116,2807
40839,2022-03-12,District of Columbia,11,135223,1326
40840,2022-03-12,Florida,12,5824728,71860
40841,2022-03-12,Georgia,13,2406374,34804
40842,2022-03-12,Guam,66,47212,338
40843,2022-03-12,Hawaii,15,231844,1351
40844,2022-03-12,Idaho,16,438022,4823
40845,2022-03-12,Illinois,17,3051272,37310
40846,2022-03-12,Indiana,18,1690675,23164
40847,2022-03-12,Iowa,19,756778,9262
40848,2022-03-12,Kansas,20,769730,8035
40849,2022-03-12,Kentucky,21,1300545,14199
40850,2022-03-12,Louisiana,22,1229653,16887
40851,2022-03-12,Maine,23,232293,2145
40852,2022-03-12,Maryland,24,1006697,14249
40853,2022-03-12,Massachusetts,25,1680673,23751
40854,2022-03-12,Michigan,26,2366110,35149
40855,2022-03-12,Minnesota,27,1422069,12464
40856,2022-03-12,Mississippi,28,792560,12255
40857,2022-03-12,Missouri,29,1419783,19545
40858,2022-03-12,Montana,30,271883,3224
40859,2022-03-12,Nebraska,31,476844,4026
40860,2022-03-12,Nevada,32,688054,9922
40861,2022-03-12,New Hampshire,33,300185,2415
40862,2022-03-12,New Jersey,34,2180793,33087
40863,2022-03-12,New Mexico,35,515164,7052
40864,2022-03-12,New York,36,4928980,67027
40865,2022-03-12,North Carolina,37,2610385,22932
40866,2022-03-12,North Dakota,38,239189,2273
40867,2022-03-12,Northern Mariana Islands,69,10379,30
40868,2022-03-12,Ohio,39,2663518,37410
40869,2022-03-12,Oklahoma,40,1027663,13514
40870,2022-03-12,Oregon,41,699362,6869
40871,2022-03-12,Pennsylvania,42,2769336,43834
40872,2022-03-12,Puerto Rico,72,509383,4150
40873,2022-03-12,Rhode Island,44,357802,3421
40874,2022-03-12,South Carolina,45,1465127,17372
40875,2022-03-12,South Dakota,46,236602,2853
40876,2022-03-12,Tennessee,47,1967109,24780
40877,2022-03-12,Texas,48,6612985,86455
40878,2022-03-12,Utah,49,925712,4539
40879,2022-03-12,Vermont,50,113948,608
40880,2022-03-12,Virgin Islands,78,15556,109
40881,2022-03-12,Virginia,51,1653212,19212
40882,2022-03-12,Washington,53,1438770,12263
40883,2022-03-12,West Virginia,54,494875,6550
40884,2022-03-12,Wisconsin,55,1577890,13713
40885,2022-03-12,Wyoming,56,155744,1749
40886,2022-03-13,Alabama,1,1288999,18832
40887,2022-03-13,Alaska,2,241845,1165
40888,2022-03-13,American Samoa,60,433,0
40889,2022-03-13,Arizona,4,1987318,28097
40890,2022-03-13,Arkansas,5,826570,10922
40891,2022-03-13,California,6,9035301,87386
40892,2022-03-13,Colorado,8,1331116,12086
40893,2022-03-13,Connecticut,9,729697,10648
40894,2022-03-13,Delaware,10,258185,2807
40895,2022-03-13,District of Columbia,11,135223,1326
40896,2022-03-13,Florida,12,5824728,71860
40897,2022-03-13,Georgia,13,2406374,34804
40898,2022-03-13,Guam,66,47300,338
40899,2022-03-13,Hawaii,15,231844,1351
40900,2022-03-13,Idaho,16,438022,4823
40901,2022-03-13,Illinois,17,3051272,37310
40902,2022-03-13,Indiana,18,1690675,23164
40903,2022-03-13,Iowa,19,756778,9262
40904,2022-03-13,Kansas,20,769730,8035
40905,2022-03-13,Kentucky,21,1300607,14199
40906,2022-03-13,Louisiana,22,1229653,16887
40907,2022-03-13,Maine,23,232293,2145
40908,2022-03-13,Maryland,24,1006901,14261
40909,2022-03-13,Massachusetts,25,1680673,23751
40910,2022-03-13,Michigan,26,2366110,35149
40911,2022-03-13,Minnesota,27,1422069,12464
40912,2022-03-13,Mississippi,28,792560,12255
40913,2022-03-13,Missouri,29,1419783,19545
40914,2022-03-13,Montana,30,271883,3224
40915,2022-03-13,Nebraska,31,476844,4026
40916,2022-03-13,Nevada,32,688054,9922
40917,2022-03-13,New Hampshire,33,300185,2415
40918,2022-03-13,New Jersey,34,2181398,33106
40919,2022-03-13,New Mexico,35,515164,7052
40920,2022-03-13,New York,36,4931658,67067
40921,2022-03-13,North Carolina,37,2610385,22932
40922,2022-03-13,North Dakota,38,239216,2273
40923,2022-03-13,Northern Mariana Islands,69,10379,30
40924,2022-03-13,Ohio,39,2663835,37410
40925,2022-03-13,Oklahoma,40,1027663,13514
40926,2022-03-13,Oregon,41,699362,6869
40927,2022-03-13,Pennsylvania,42,2769702,43839
40928,2022-03-13,Puerto Rico,72,509678,4150
40929,2022-03-13,Rhode Island,44,357802,3421
40930,2022-03-13,South Carolina,45,1465127,17372
40931,2022-03-13,South Dakota,46,236602,2853
40932,2022-03-13,Tennessee,47,1967109,24780
40933,2022-03-13,Texas,48,6614096,86491
40934,2022-03-13,Utah,49,925712,4539
40935,2022-03-13,Vermont,50,113948,608
40936,2022-03-13,Virgin Islands,78,15556,109
40937,2022-03-13,Virginia,51,1653212,19212
40938,2022-03-13,Washington,53,1438770,12263
40939,2022-03-13,West Virginia,54,494875,6550
40940,2022-03-13,Wisconsin,55,1577890,13713
40941,2022-03-13,Wyoming,56,155744,1749
40942,2022-03-14,Alabama,1,1289510,18890
40943,2022-03-14,Alaska,2,242358,1165
40944,2022-03-14,American Samoa,60,555,0
40945,2022-03-14,Arizona,4,1987318,28097
40946,2022-03-14,Arkansas,5,826913,10950
40947,2022-03-14,California,6,9044007,87665
40948,2022-03-14,Colorado,8,1332202,12103
40949,2022-03-14,Connecticut,9,730506,10655
40950,2022-03-14,Delaware,10,258226,2807
40951,2022-03-14,District of Columbia,11,135223,1326
40952,2022-03-14,Florida,12,5827432,72039
40953,2022-03-14,Georgia,13,2407705,34857
40954,2022-03-14,Guam,66,47380,339
40955,2022-03-14,Hawaii,15,231844,1351
40956,2022-03-14,Idaho,16,439194,4823
40957,2022-03-14,Illinois,17,3053590,37345
40958,2022-03-14,Indiana,18,1691277,23178
40959,2022-03-14,Iowa,19,756778,9262
40960,2022-03-14,Kansas,20,769951,8060
40961,2022-03-14,Kentucky,21,1308354,14402
40962,2022-03-14,Louisiana,22,1230190,16913
40963,2022-03-14,Maine,23,232293,2145
40964,2022-03-14,Maryland,24,1007047,14263
40965,2022-03-14,Massachusetts,25,1682693,19981
40966,2022-03-14,Michigan,26,2367648,35171
40967,2022-03-14,Minnesota,27,1422544,12480
40968,2022-03-14,Mississippi,28,792950,12275
40969,2022-03-14,Missouri,29,1420744,19553
40970,2022-03-14,Montana,30,272015,3224
40971,2022-03-14,Nebraska,31,476952,4026
40972,2022-03-14,Nevada,32,688054,9922
40973,2022-03-14,New Hampshire,33,300511,2417
40974,2022-03-14,New Jersey,34,2181828,33114
40975,2022-03-14,New Mexico,35,515554,7080
40976,2022-03-14,New York,36,4932742,67073
40977,2022-03-14,North Carolina,37,2613497,22971
40978,2022-03-14,North Dakota,38,239230,2273
40979,2022-03-14,Northern Mariana Islands,69,10472,31
40980,2022-03-14,Ohio,39,2663835,37410
40981,2022-03-14,Oklahoma,40,1027663,13514
40982,2022-03-14,Oregon,41,699960,6885
40983,2022-03-14,Pennsylvania,42,2770077,43845
40984,2022-03-14,Puerto Rico,72,509717,4150
40985,2022-03-14,Rhode Island,44,358209,3422
40986,2022-03-14,South Carolina,45,1465127,17372
40987,2022-03-14,South Dakota,46,236648,2859
40988,2022-03-14,Tennessee,47,1967109,24780
40989,2022-03-14,Texas,48,6615549,86518
40990,2022-03-14,Utah,49,926066,4545
40991,2022-03-14,Vermont,50,114206,608
40992,2022-03-14,Virgin Islands,78,15556,109
40993,2022-03-14,Virginia,51,1654893,19315
40994,2022-03-14,Washington,53,1441186,12292
40995,2022-03-14,West Virginia,54,495539,6559
40996,2022-03-14,Wisconsin,55,1578585,13768
40997,2022-03-14,Wyoming,56,155744,1749
40998,2022-03-15,Alabama,1,1289727,18943
40999,2022-03-15,Alaska,2,242358,1165
41000,2022-03-15,American Samoa,60,555,0
41001,2022-03-15,Arizona,4,1987318,28097
41002,2022-03-15,Arkansas,5,827336,10971
41003,2022-03-15,California,6,9045596,87713
41004,2022-03-15,Colorado,8,1333327,12114
41005,2022-03-15,Connecticut,9,730811,10675
41006,2022-03-15,Delaware,10,258287,2811
41007,2022-03-15,District of Columbia,11,135223,1326
41008,2022-03-15,Florida,12,5828601,72055
41009,2022-03-15,Georgia,13,2408886,34901
41010,2022-03-15,Guam,66,47497,340
41011,2022-03-15,Hawaii,15,231844,1351
41012,2022-03-15,Idaho,16,440019,4823
41013,2022-03-15,Illinois,17,3055131,37392
41014,2022-03-15,Indiana,18,1691600,23193
41015,2022-03-15,Iowa,19,757017,9262
41016,2022-03-15,Kansas,20,769892,8057
41017,2022-03-15,Kentucky,21,1308560,14407
41018,2022-03-15,Louisiana,22,1230419,16950
41019,2022-03-15,Maine,23,232647,2147
41020,2022-03-15,Maryland,24,1007305,14271
41021,2022-03-15,Massachusetts,25,1683224,19997
41022,2022-03-15,Michigan,26,2367648,35171
41023,2022-03-15,Minnesota,27,1423015,12489
41024,2022-03-15,Mississippi,28,793103,12288
41025,2022-03-15,Missouri,29,1421343,19850
41026,2022-03-15,Montana,30,272118,3226
41027,2022-03-15,Nebraska,31,477029,4034
41028,2022-03-15,Nevada,32,710709,9933
41029,2022-03-15,New Hampshire,33,300550,2424
41030,2022-03-15,New Jersey,34,2182557,33126
41031,2022-03-15,New Mexico,35,515656,7105
41032,2022-03-15,New York,36,4935240,67105
41033,2022-03-15,North Carolina,37,2614111,22976
41034,2022-03-15,North Dakota,38,239283,2275
41035,2022-03-15,Northern Mariana Islands,69,10535,31
41036,2022-03-15,Ohio,39,2663835,37410
41037,2022-03-15,Oklahoma,40,1028420,13730
41038,2022-03-15,Oregon,41,700361,6899
41039,2022-03-15,Pennsylvania,42,2771090,43909
41040,2022-03-15,Puerto Rico,72,509824,4152
41041,2022-03-15,Rhode Island,44,358429,3423
41042,2022-03-15,South Carolina,45,1465739,17380
41043,2022-03-15,South Dakota,46,236715,2861
41044,2022-03-15,Tennessee,47,1967850,25000
41045,2022-03-15,Texas,48,6618765,86589
41046,2022-03-15,Utah,49,926160,4550
41047,2022-03-15,Vermont,50,114289,608
41048,2022-03-15,Virgin Islands,78,15567,109
41049,2022-03-15,Virginia,51,1656187,19356
41050,2022-03-15,Washington,53,1441390,12292
41051,2022-03-15,West Virginia,54,495728,6598
41052,2022-03-15,Wisconsin,55,1579111,13820
41053,2022-03-15,Wyoming,56,155815,1769
41054,2022-03-16,Alabama,1,1290165,18944
41055,2022-03-16,Alaska,2,242815,1166
41056,2022-03-16,American Samoa,60,718,0
41057,2022-03-16,Arizona,4,1992471,28547
41058,2022-03-16,Arkansas,5,827709,10999
41059,2022-03-16,California,6,9048717,87869
41060,2022-03-16,Colorado,8,1334999,12119
41061,2022-03-16,Connecticut,9,731128,10677
41062,2022-03-16,Delaware,10,258347,2812
41063,2022-03-16,District of Columbia,11,135223,1326
41064,2022-03-16,Florida,12,5829817,72246
41065,2022-03-16,Georgia,13,2410207,34970
41066,2022-03-16,Guam,66,47562,340
41067,2022-03-16,Hawaii,15,232845,1365
41068,2022-03-16,Idaho,16,440874,4835
41069,2022-03-16,Illinois,17,3056169,37419
41070,2022-03-16,Indiana,18,1691929,23229
41071,2022-03-16,Iowa,19,757265,9349
41072,2022-03-16,Kansas,20,770116,8118
41073,2022-03-16,Kentucky,21,1309022,14412
41074,2022-03-16,Louisiana,22,1230609,16960
41075,2022-03-16,Maine,23,232953,2167
41076,2022-03-16,Maryland,24,1007637,14280
41077,2022-03-16,Massachusetts,25,1684036,20012
41078,2022-03-16,Michigan,26,2369750,35314
41079,2022-03-16,Minnesota,27,1423893,12512
41080,2022-03-16,Mississippi,28,793201,12308
41081,2022-03-16,Missouri,29,1421831,19853
41082,2022-03-16,Montana,30,272190,3228
41083,2022-03-16,Nebraska,31,477109,4044
41084,2022-03-16,Nevada,32,710709,9949
41085,2022-03-16,New Hampshire,33,300692,2428
41086,2022-03-16,New Jersey,34,2184240,33136
41087,2022-03-16,New Mexico,35,515849,7118
41088,2022-03-16,New York,36,4937364,67145
41089,2022-03-16,North Carolina,37,2615637,23015
41090,2022-03-16,North Dakota,38,239339,2276
41091,2022-03-16,Northern Mariana Islands,69,10575,31
41092,2022-03-16,Ohio,39,2663835,37410
41093,2022-03-16,Oklahoma,40,1028420,13730
41094,2022-03-16,Oregon,41,700660,6933
41095,2022-03-16,Pennsylvania,42,2772116,43962
41096,2022-03-16,Puerto Rico,72,510029,4152
41097,2022-03-16,Rhode Island,44,358637,3427
41098,2022-03-16,South Carolina,45,1465739,17380
41099,2022-03-16,South Dakota,46,236750,2870
41100,2022-03-16,Tennessee,47,1968277,25143
41101,2022-03-16,Texas,48,6621684,86687
41102,2022-03-16,Utah,49,926344,4553
41103,2022-03-16,Vermont,50,114535,609
41104,2022-03-16,Virgin Islands,78,15572,109
41105,2022-03-16,Virginia,51,1657409,19392
41106,2022-03-16,Washington,53,1443641,12348
41107,2022-03-16,West Virginia,54,495960,6622
41108,2022-03-16,Wisconsin,55,1579613,13868
41109,2022-03-16,Wyoming,56,155815,1769
41110,2022-03-17,Alabama,1,1290692,18998
41111,2022-03-17,Alaska,2,242815,1166
41112,2022-03-17,American Samoa,60,865,0
41113,2022-03-17,Arizona,4,1992471,28547
41114,2022-03-17,Arkansas,5,828166,11030
41115,2022-03-17,California,6,9054556,88015
41116,2022-03-17,Colorado,8,1336171,12134
41117,2022-03-17,Connecticut,9,731532,10677
41118,2022-03-17,Delaware,10,258428,2812
41119,2022-03-17,District of Columbia,11,135575,1327
41120,2022-03-17,Florida,12,5831359,72443
41121,2022-03-17,Georgia,13,2411217,35044
41122,2022-03-17,Guam,66,47619,342
41123,2022-03-17,Hawaii,15,232845,1365
41124,2022-03-17,Idaho,16,441467,4838
41125,2022-03-17,Illinois,17,3057341,37438
41126,2022-03-17,Indiana,18,1692255,23250
41127,2022-03-17,Iowa,19,757334,9349
41128,2022-03-17,Kansas,20,770117,8118
41129,2022-03-17,Kentucky,21,1309941,14424
41130,2022-03-17,Louisiana,22,1230793,16981
41131,2022-03-17,Maine,23,233237,2179
41132,2022-03-17,Maryland,24,1008012,14282
41133,2022-03-17,Massachusetts,25,1685055,20023
41134,2022-03-17,Michigan,26,2369750,35314
41135,2022-03-17,Minnesota,27,1424317,12522
41136,2022-03-17,Mississippi,28,793278,12319
41137,2022-03-17,Missouri,29,1422254,19856
41138,2022-03-17,Montana,30,272277,3231
41139,2022-03-17,Nebraska,31,477187,4046
41140,2022-03-17,Nevada,32,710848,9949
41141,2022-03-17,New Hampshire,33,300799,2431
41142,2022-03-17,New Jersey,34,2185323,33149
41143,2022-03-17,New Mexico,35,516055,7130
41144,2022-03-17,New York,36,4939755,67172
41145,2022-03-17,North Carolina,37,2616873,23040
41146,2022-03-17,North Dakota,38,239391,2279
41147,2022-03-17,Northern Mariana Islands,69,10634,31
41148,2022-03-17,Ohio,39,2666030,37608
41149,2022-03-17,Oklahoma,40,1029977,13730
41150,2022-03-17,Oregon,41,700960,6960
41151,2022-03-17,Pennsylvania,42,2772886,43992
41152,2022-03-17,Puerto Rico,72,510474,4153
41153,2022-03-17,Rhode Island,44,358880,3429
41154,2022-03-17,South Carolina,45,1465739,17380
41155,2022-03-17,South Dakota,46,236797,2871
41156,2022-03-17,Tennessee,47,1968658,25150
41157,2022-03-17,Texas,48,6626526,86806
41158,2022-03-17,Utah,49,926517,4556
41159,2022-03-17,Vermont,50,114709,611
41160,2022-03-17,Virgin Islands,78,15575,110
41161,2022-03-17,Virginia,51,1658568,19430
41162,2022-03-17,Washington,53,1443701,12348
41163,2022-03-17,West Virginia,54,496182,6635
41164,2022-03-17,Wisconsin,55,1580136,13901
41165,2022-03-17,Wyoming,56,155815,1769
41166,2022-03-18,Alabama,1,1291186,19038
41167,2022-03-18,Alaska,2,243316,1166
41168,2022-03-18,American Samoa,60,1005,0
41169,2022-03-18,Arizona,4,1992471,28547
41170,2022-03-18,Arkansas,5,828889,11053
41171,2022-03-18,California,6,9061041,88131
41172,2022-03-18,Colorado,8,1336772,12136
41173,2022-03-18,Connecticut,9,731868,10717
41174,2022-03-18,Delaware,10,258513,2812
41175,2022-03-18,District of Columbia,11,135681,1327
41176,2022-03-18,Florida,12,5832733,72592
41177,2022-03-18,Georgia,13,2412266,35109
41178,2022-03-18,Guam,66,47664,342
41179,2022-03-18,Hawaii,15,232845,1365
41180,2022-03-18,Idaho,16,442029,4838
41181,2022-03-18,Illinois,17,3058721,37459
41182,2022-03-18,Indiana,18,1692784,23290
41183,2022-03-18,Iowa,19,757334,9349
41184,2022-03-18,Kansas,20,770162,8176
41185,2022-03-18,Kentucky,21,1310426,14432
41186,2022-03-18,Louisiana,22,1230998,16996
41187,2022-03-18,Maine,23,233537,2179
41188,2022-03-18,Maryland,24,1008442,14286
41189,2022-03-18,Massachusetts,25,1685937,20029
41190,2022-03-18,Michigan,26,2372750,35379
41191,2022-03-18,Minnesota,27,1424823,12531
41192,2022-03-18,Mississippi,28,793390,12330
41193,2022-03-18,Missouri,29,1422854,19859
41194,2022-03-18,Montana,30,272346,3235
41195,2022-03-18,Nebraska,31,477197,4047
41196,2022-03-18,Nevada,32,710848,9949
41197,2022-03-18,New Hampshire,33,300941,2434
41198,2022-03-18,New Jersey,34,2186846,33155
41199,2022-03-18,New Mexico,35,516171,7145
41200,2022-03-18,New York,36,4941880,67191
41201,2022-03-18,North Carolina,37,2618734,23068
41202,2022-03-18,North Dakota,38,239442,2279
41203,2022-03-18,Northern Mariana Islands,69,10689,31
41204,2022-03-18,Ohio,39,2666030,37608
41205,2022-03-18,Oklahoma,40,1029977,13730
41206,2022-03-18,Oregon,41,701198,6971
41207,2022-03-18,Pennsylvania,42,2773762,44011
41208,2022-03-18,Puerto Rico,72,510728,4153
41209,2022-03-18,Rhode Island,44,359064,3429
41210,2022-03-18,South Carolina,45,1465739,17380
41211,2022-03-18,South Dakota,46,236845,2875
41212,2022-03-18,Tennessee,47,1968990,25166
41213,2022-03-18,Texas,48,6629741,86879
41214,2022-03-18,Utah,49,926636,4561
41215,2022-03-18,Vermont,50,114868,611
41216,2022-03-18,Virgin Islands,78,15578,110
41217,2022-03-18,Virginia,51,1659710,19466
41218,2022-03-18,Washington,53,1445951,12406
41219,2022-03-18,West Virginia,54,496409,6646
41220,2022-03-18,Wisconsin,55,1580539,13960
41221,2022-03-18,Wyoming,56,155907,1769
41222,2022-03-19,Alabama,1,1291186,19038
41223,2022-03-19,Alaska,2,243316,1166
41224,2022-03-19,American Samoa,60,1005,0
41225,2022-03-19,Arizona,4,1992471,28547
41226,2022-03-19,Arkansas,5,830020,11078
41227,2022-03-19,California,6,9064239,88156
41228,2022-03-19,Colorado,8,1336772,12136
41229,2022-03-19,Connecticut,9,731868,10717
41230,2022-03-19,Delaware,10,258595,2833
41231,2022-03-19,District of Columbia,11,135752,1327
41232,2022-03-19,Florida,12,5834058,72704
41233,2022-03-19,Georgia,13,2412266,35109
41234,2022-03-19,Guam,66,47664,342
41235,2022-03-19,Hawaii,15,232845,1365
41236,2022-03-19,Idaho,16,442029,4838
41237,2022-03-19,Illinois,17,3058721,37459
41238,2022-03-19,Indiana,18,1692784,23290
41239,2022-03-19,Iowa,19,757551,9349
41240,2022-03-19,Kansas,20,770162,8176
41241,2022-03-19,Kentucky,21,1310496,14441
41242,2022-03-19,Louisiana,22,1230998,16996
41243,2022-03-19,Maine,23,233696,2182
41244,2022-03-19,Maryland,24,1008800,14293
41245,2022-03-19,Massachusetts,25,1685937,20029
41246,2022-03-19,Michigan,26,2372750,35379
41247,2022-03-19,Minnesota,27,1424823,12531
41248,2022-03-19,Mississippi,28,793390,12330
41249,2022-03-19,Missouri,29,1422857,19859
41250,2022-03-19,Montana,30,272346,3235
41251,2022-03-19,Nebraska,31,477198,4047
41252,2022-03-19,Nevada,32,711249,9988
41253,2022-03-19,New Hampshire,33,300941,2434
41254,2022-03-19,New Jersey,34,2187715,33168
41255,2022-03-19,New Mexico,35,516171,7145
41256,2022-03-19,New York,36,4943481,67194
41257,2022-03-19,North Carolina,37,2618734,23068
41258,2022-03-19,North Dakota,38,239442,2279
41259,2022-03-19,Northern Mariana Islands,69,10689,31
41260,2022-03-19,Ohio,39,2666030,37608
41261,2022-03-19,Oklahoma,40,1029977,13730
41262,2022-03-19,Oregon,41,701198,6971
41263,2022-03-19,Pennsylvania,42,2774453,44011
41264,2022-03-19,Puerto Rico,72,510949,4154
41265,2022-03-19,Rhode Island,44,359064,3429
41266,2022-03-19,South Carolina,45,1465739,17380
41267,2022-03-19,South Dakota,46,236845,2875
41268,2022-03-19,Tennessee,47,1969275,25181
41269,2022-03-19,Texas,48,6631177,86938
41270,2022-03-19,Utah,49,926636,4561
41271,2022-03-19,Vermont,50,114868,611
41272,2022-03-19,Virgin Islands,78,15578,110
41273,2022-03-19,Virginia,51,1659710,19466
41274,2022-03-19,Washington,53,1445951,12406
41275,2022-03-19,West Virginia,54,496409,6646
41276,2022-03-19,Wisconsin,55,1580539,13960
41277,2022-03-19,Wyoming,56,155907,1769
41278,2022-03-20,Alabama,1,1291186,19038
41279,2022-03-20,Alaska,2,243316,1166
41280,2022-03-20,American Samoa,60,1005,0
41281,2022-03-20,Arizona,4,1992471,28547
41282,2022-03-20,Arkansas,5,830310,11100
41283,2022-03-20,California,6,9064239,88162
41284,2022-03-20,Colorado,8,1337264,12136
41285,2022-03-20,Connecticut,9,731868,10717
41286,2022-03-20,Delaware,10,258671,2833
41287,2022-03-20,District of Columbia,11,135752,1327
41288,2022-03-20,Florida,12,5834058,72704
41289,2022-03-20,Georgia,13,2412266,35109
41290,2022-03-20,Guam,66,47699,342
41291,2022-03-20,Hawaii,15,232845,1365
41292,2022-03-20,Idaho,16,442029,4838
41293,2022-03-20,Illinois,17,3058721,37459
41294,2022-03-20,Indiana,18,1692784,23290
41295,2022-03-20,Iowa,19,757551,9349
41296,2022-03-20,Kansas,20,770162,8176
41297,2022-03-20,Kentucky,21,1310548,14441
41298,2022-03-20,Louisiana,22,1230998,16996
41299,2022-03-20,Maine,23,233696,2182
41300,2022-03-20,Maryland,24,1009004,14298
41301,2022-03-20,Massachusetts,25,1685937,20029
41302,2022-03-20,Michigan,26,2372750,35379
41303,2022-03-20,Minnesota,27,1424823,12531
41304,2022-03-20,Mississippi,28,793390,12330
41305,2022-03-20,Missouri,29,1422857,19859
41306,2022-03-20,Montana,30,272346,3235
41307,2022-03-20,Nebraska,31,477198,4047
41308,2022-03-20,Nevada,32,711249,9988
41309,2022-03-20,New Hampshire,33,300941,2434
41310,2022-03-20,New Jersey,34,2188228,33170
41311,2022-03-20,New Mexico,35,516210,7147
41312,2022-03-20,New York,36,4946816,67198
41313,2022-03-20,North Carolina,37,2618734,23068
41314,2022-03-20,North Dakota,38,239442,2279
41315,2022-03-20,Northern Mariana Islands,69,10689,31
41316,2022-03-20,Ohio,39,2666030,37608
41317,2022-03-20,Oklahoma,40,1029977,13730
41318,2022-03-20,Oregon,41,701198,6971
41319,2022-03-20,Pennsylvania,42,2774815,44049
41320,2022-03-20,Puerto Rico,72,511236,4154
41321,2022-03-20,Rhode Island,44,359064,3429
41322,2022-03-20,South Carolina,45,1465739,17380
41323,2022-03-20,South Dakota,46,236845,2875
41324,2022-03-20,Tennessee,47,1969275,25181
41325,2022-03-20,Texas,48,6633345,86942
41326,2022-03-20,Utah,49,926636,4561
41327,2022-03-20,Vermont,50,114868,611
41328,2022-03-20,Virgin Islands,78,15578,110
41329,2022-03-20,Virginia,51,1659710,19466
41330,2022-03-20,Washington,53,1445951,12406
41331,2022-03-20,West Virginia,54,496409,6646
41332,2022-03-20,Wisconsin,55,1580539,13960
41333,2022-03-20,Wyoming,56,155907,1769
41334,2022-03-21,Alabama,1,1291561,19093
41335,2022-03-21,Alaska,2,243672,1166
41336,2022-03-21,American Samoa,60,1495,0
41337,2022-03-21,Arizona,4,1992471,28547
41338,2022-03-21,Arkansas,5,831091,11114
41339,2022-03-21,California,6,9073409,88322
41340,2022-03-21,Colorado,8,1339661,12172
41341,2022-03-21,Connecticut,9,732471,10723
41342,2022-03-21,Delaware,10,258709,2833
41343,2022-03-21,District of Columbia,11,135752,1327
41344,2022-03-21,Florida,12,5835800,72767
41345,2022-03-21,Georgia,13,2413577,35174
41346,2022-03-21,Guam,66,47778,342
41347,2022-03-21,Hawaii,15,232845,1365
41348,2022-03-21,Idaho,16,442701,4838
41349,2022-03-21,Illinois,17,3061163,37479
41350,2022-03-21,Indiana,18,1693159,23300
41351,2022-03-21,Iowa,19,757551,9349
41352,2022-03-21,Kansas,20,770276,8180
41353,2022-03-21,Kentucky,21,1316644,14662
41354,2022-03-21,Louisiana,22,1231246,17016
41355,2022-03-21,Maine,23,233696,2184
41356,2022-03-21,Maryland,24,1009179,14304
41357,2022-03-21,Massachusetts,25,1687720,20041
41358,2022-03-21,Michigan,26,2374455,35386
41359,2022-03-21,Minnesota,27,1425242,12538
41360,2022-03-21,Mississippi,28,793635,12336
41361,2022-03-21,Missouri,29,1423554,19884
41362,2022-03-21,Montana,30,272424,3236
41363,2022-03-21,Nebraska,31,477240,4047
41364,2022-03-21,Nevada,32,711249,9988
41365,2022-03-21,New Hampshire,33,301308,2436
41366,2022-03-21,New Jersey,34,2188780,33179
41367,2022-03-21,New Mexico,35,516549,7159
41368,2022-03-21,New York,36,4948160,67203
41369,2022-03-21,North Carolina,37,2621175,23088
41370,2022-03-21,North Dakota,38,239442,2279
41371,2022-03-21,Northern Mariana Islands,69,10734,31
41372,2022-03-21,Ohio,39,2666030,37608
41373,2022-03-21,Oklahoma,40,1029977,13730
41374,2022-03-21,Oregon,41,701729,6975
41375,2022-03-21,Pennsylvania,42,2775183,44050
41376,2022-03-21,Puerto Rico,72,511365,4154
41377,2022-03-21,Rhode Island,44,359470,3431
41378,2022-03-21,South Carolina,45,1465739,17380
